issue,title,previous_state,disposition,result_state,priority,area,kind,related_remediation,rationale,evidence
529,"pour le texte encore à travaillé, pas de resize de la bounding box, quand on dou",CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/529; https://github.com/mysteropodes/nemo/issues/529#issuecomment-5481525480
530,le color picker doit récupérer la couleur mais aussi la brush preset quand y en ,CLOSED,retain_closed,CLOSED,P3,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/530; https://github.com/mysteropodes/nemo/issues/530#issuecomment-5481525819; https://github.com/mysteropodes/nemo/pull/235
531,on doit pouvoir mettre en favoris une brush dans les submenu de brush et celle c,CLOSED,retain_closed,CLOSED,P3,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/531; https://github.com/mysteropodes/nemo/issues/531#issuecomment-5481526132; https://github.com/mysteropodes/nemo/pull/236
532,si je select une brush avec texture vecto et que je change sa width cela n'agit ,CLOSED,retain_closed,CLOSED,P1,Renderer,Bug,R16; R17; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/532; https://github.com/mysteropodes/nemo/issues/532#issuecomment-5481526520; https://github.com/mysteropodes/nemo/pull/237
533,"pour le texte pourquoi quand je créé une box de texte, un M apparait décalé alor",CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/533; https://github.com/mysteropodes/nemo/issues/533#issuecomment-5481526769; https://github.com/mysteropodes/nemo/pull/238
534,la timeline ne va pas jusqu'au bout de l'écran en fonction de la taille de la fe,CLOSED,retain_closed,CLOSED,P3,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/534; https://github.com/mysteropodes/nemo/issues/534#issuecomment-5481527066; https://github.com/mysteropodes/nemo/pull/239
535,le lettre de raccourcis doivent être en bas à gauche des boutons car elles cache,CLOSED,retain_closed,CLOSED,P3,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/535; https://github.com/mysteropodes/nemo/issues/535#issuecomment-5481527394; https://github.com/mysteropodes/nemo/pull/240
536,je n'ai toujours que un choix de typo si je veux changer,CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/536; https://github.com/mysteropodes/nemo/issues/536#issuecomment-5481527612; https://github.com/mysteropodes/nemo/pull/241
537,pour les typo dans layer Properties je n'ai toujours pas d'option pour animer le,CLOSED,retain_closed,CLOSED,P1,Animation,Feature,R08; R13; R18,"Maintainer explicitly closed the delivered scope and deferred residual capability or reproduction pending a more specific need/report. No later contradictory evidence appears; preserve that decision. The text animator path landed and was tested, but the issue explicitly requested text-on-path and the owner did not verify that Follow Path works per glyph. ",https://github.com/mysteropodes/nemo/issues/537; https://github.com/mysteropodes/nemo/issues/537#issuecomment-5481528031; https://github.com/mysteropodes/nemo/pull/242
538,encore des probleme sur le width de la stroke en real time quand je select une s,OPEN,keep_validate,OPEN,P1,Renderer,Bug,R16; R18; R12,The owner could not reproduce the reported live stroke-width failure and no corrective commit is cited. Keep for a precise fixture or reporter reproduction rather than closing from a non-reproduction.,https://github.com/mysteropodes/nemo/issues/538; https://github.com/mysteropodes/nemo/issues/538#issuecomment-5481528300
539,les inbetween faites sur une stroke brush preset vector n'est pas fidele au rend,CLOSED,retain_closed,CLOSED,P1,Renderer,Bug,R16; R17; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/539; https://github.com/mysteropodes/nemo/issues/539#issuecomment-5481528713
540,quand on color pick une brush preset et que l'on prend la brush pour dessiner av,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/540; https://github.com/mysteropodes/nemo/issues/540#issuecomment-5481528913
541,des lenteurs dans l'edition de curves,OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18; R19,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/541; https://github.com/mysteropodes/nemo/issues/541#issuecomment-5481529296; https://github.com/mysteropodes/nemo/pull/278; https://github.com/mysteropodes/nemo/commit/3fcf55c7804efc9804f8981f29ff46dd54b8bf9b
542,il manque une fonction pour supprimer les tween en clic droit dessus sans suprim,CLOSED,retain_closed,CLOSED,P2,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/542; https://github.com/mysteropodes/nemo/issues/542#issuecomment-5481529686
543,le rond de guide de la gomme est en decalage par rapport à la souris,CLOSED,retain_closed,CLOSED,P3,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/543; https://github.com/mysteropodes/nemo/issues/543#issuecomment-5481530068
544,aprés avoir utilisé sculpt vector dans labs j'ai des lags sur l'affichage et les,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R18; R19,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/544; https://github.com/mysteropodes/nemo/issues/544#issuecomment-5481530423; https://github.com/mysteropodes/nemo/pull/279; https://github.com/mysteropodes/nemo/commit/c3507fe7e565ab11f11bfdf1fd50f8a29f9d8a7a
545,le lasso ne coupe le stroke avec le fill,OPEN,keep_open,OPEN,P1,Renderer,Bug,R16; R17; R18; R12,The owner confirms the current intersection tool cuts the stroke but intentionally leaves the fill whole. The requested simultaneous fill split remains a larger geometry feature and is still open.,https://github.com/mysteropodes/nemo/issues/545; https://github.com/mysteropodes/nemo/issues/545#issuecomment-5481530851
546,ici il faudrait avoir la possibilité d'animé le parentage 0 à 100% pour deparent,CLOSED,retain_closed,CLOSED,P2,Animation,Feature,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/546; https://github.com/mysteropodes/nemo/issues/546#issuecomment-5481531078
547,ici l'order n'a pas l'air de marcher l'élement ne passe pas en dessous de l'autr,CLOSED,retain_closed,CLOSED,P1,Renderer,Bug,R16; R17; R18,"Maintainer explicitly closed the delivered scope and deferred residual capability or reproduction pending a more specific need/report. No later contradictory evidence appears; preserve that decision. PR #245, merged into current main, adds a warning only. Animated Order remains unsupported in the Paper.js fallback, so the reported behavior remains real when WebGPU is unavailable.",https://github.com/mysteropodes/nemo/issues/547; https://github.com/mysteropodes/nemo/issues/547#issuecomment-5481531455; https://github.com/mysteropodes/nemo/pull/245
548,possible de scale en width ou height séparemenant sur la bounding box d'un éléme,CLOSED,retain_closed,CLOSED,P2,UI,Feature,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/548; https://github.com/mysteropodes/nemo/issues/548#issuecomment-5481531759
549,pour les graph de tween dans animation 2D il faudrait pouvoir resize vers le bas,OPEN,close_completed,CLOSED,P2,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/549; https://github.com/mysteropodes/nemo/issues/549#issuecomment-5481532186; https://github.com/mysteropodes/nemo/pull/281; https://github.com/mysteropodes/nemo/commit/0ae69c0d76f4df06c74693e4483271e750aa060e
550,La brush ne revient pas aux derniers parametres de reglages lorsque je change te,OPEN,close_completed,CLOSED,P2,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/550; https://github.com/mysteropodes/nemo/issues/550#issuecomment-5481532501; https://github.com/mysteropodes/nemo/pull/276; https://github.com/mysteropodes/nemo/commit/2b48f4d106dc722448fa48c2eec52ead7aae6376
551,"dans le tool option de la brush, il serait bien de pouvoir s en enregistrer quel",OPEN,close_completed,CLOSED,P2,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/551; https://github.com/mysteropodes/nemo/issues/551#issuecomment-5481532796; https://github.com/mysteropodes/nemo/commit/647ef3781a5222a0126c67800efdc9f1c9e62aa7
552,ca vaudrait le coup d avoir comme dans animate la possibilité de convertir les l,OPEN,close_completed,CLOSED,P2,Renderer,Feature,R16; R17; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/552; https://github.com/mysteropodes/nemo/issues/552#issuecomment-5481533186; https://github.com/mysteropodes/nemo/commit/117eb59a52a9f3bf4c546ca6ffcd95e17ea836b9
553,si je fait une shape avec brush avec stroke + fill et que je deplace shape dans ,OPEN,close_completed,CLOSED,P2,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/553; https://github.com/mysteropodes/nemo/issues/553#issuecomment-5481533547; https://github.com/mysteropodes/nemo/pull/280; https://github.com/mysteropodes/nemo/commit/3496001a57a0c32b88e349e38fe9372249c9880b
554,"le smooth sur une stroke marche toujours mal, ça casse la courbe au lieu de liss",OPEN,keep_validate,OPEN,P1,Renderer,Bug,R16; R17; R18; R12,"PR #300 and its merge are in current main and fix pressure-ribbon self-intersections, but the owner explicitly says the original Smooth/GPU symptom was not conclusively reproduced and the live preview can still self-intersect. Keep for targeted runtime validation.",https://github.com/mysteropodes/nemo/issues/554; https://github.com/mysteropodes/nemo/issues/554#issuecomment-5481533930; https://github.com/mysteropodes/nemo/pull/300; https://github.com/mysteropodes/nemo/commit/71f851371f42f5b0df5cf463f4bf59b520319566
555,labs est toujours en françaos dans la version anglaise et beaucoup de tooltip au,CLOSED,retain_closed,CLOSED,P3,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/555; https://github.com/mysteropodes/nemo/issues/555#issuecomment-5481534138
556,quand je met une vidéo dans media preset celle ci apparait directement avec une ,CLOSED,retain_closed,CLOSED,P3,Media,Bug,R04; R18; R21,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/556; https://github.com/mysteropodes/nemo/issues/556#issuecomment-5481534439
557,la touche supprimer ne marche pas pour supprimer un calque dans la timeline,CLOSED,retain_closed,CLOSED,P2,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/557; https://github.com/mysteropodes/nemo/issues/557#issuecomment-5481534821
558,le parent in time pour les keyframes: avec alt aucun petit rond n'apparait pour ,OPEN,close_completed,CLOSED,P3,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/558; https://github.com/mysteropodes/nemo/issues/558#issuecomment-5481535489; https://github.com/mysteropodes/nemo/pull/275; https://github.com/mysteropodes/nemo/commit/f9b650b947d378a60abae7985b93d6b890639a6f
559,dans le panel media et preset> media il faudrait voir apparaitre les différents ,CLOSED,retain_closed,CLOSED,P2,Document,Feature,R09; R18; R20,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/559; https://github.com/mysteropodes/nemo/issues/559#issuecomment-5481535508
560,si j'utilise une brush texturé vector que je veux faire un fill en fermant la fo,CLOSED,retain_closed,CLOSED,P0,Renderer,Bug,R16; R17; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/560; https://github.com/mysteropodes/nemo/issues/560#issuecomment-5481535912
561,encore beaucoup de lenteur sur le fill et ça prend pas bien tout le contour,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18; R19,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/561; https://github.com/mysteropodes/nemo/issues/561#issuecomment-5481536231; https://github.com/mysteropodes/nemo/pull/273; https://github.com/mysteropodes/nemo/commit/7cbc7c3c9a3dc47a018aae7f1e00b1fd5e9ed611
562,J'aimerais que tu t'attaques à l'outil de rig sur lequel je ne suis pas encore s,OPEN,close_completed,CLOSED,P1,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/562; https://github.com/mysteropodes/nemo/issues/562#issuecomment-5481536661; https://github.com/mysteropodes/nemo/commit/72e6915698cee40ec670c222e4301eefb8c17742
563,Les expressions ne sont pas encore très clair à utilisé il faudrait un menu dans,OPEN,close_completed,CLOSED,P2,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/563; https://github.com/mysteropodes/nemo/issues/563#issuecomment-5481536910; https://github.com/mysteropodes/nemo/commit/71014fc2decfea70f56386d560e5cb313d46755e
564,Pourquoi les fichier json d'enregistrement sont si lourd ? ,OPEN,keep_open,OPEN,P1,Document,Bug,R09; R18; R20,"Commit 1c57aa6 is in current main and reduces coordinate precision bloat, but the owner identifies an unfixed second cause: repeated base64 image data lacks asset deduplication and migration.",https://github.com/mysteropodes/nemo/issues/564; https://github.com/mysteropodes/nemo/issues/564#issuecomment-5481537234; https://github.com/mysteropodes/nemo/commit/1c57aa6d07734bb736c7486c383de87c927cb9fb
565,Voir comment on peut attribué un nom dynamique aux différents utilisateurs qui i,OPEN,close_completed,CLOSED,P3,DevEx,Feature,R01; R07,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/565; https://github.com/mysteropodes/nemo/issues/565#issuecomment-5481537525; https://github.com/mysteropodes/nemo/commit/3ad142cedd68af051a008237d17f0cc02462ff34
566,je pense que le fill peut être encore travaillé pour une meilleur reconnaissance,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/566; https://github.com/mysteropodes/nemo/issues/566#issuecomment-5481537943; https://github.com/mysteropodes/nemo/commit/f3debbd471f3078ed8f7aee3c9c3fb39a02df7a6
567,"où est la propagation de la couleurs aux autres frames, il la faudrait au clic d",OPEN,close_completed,CLOSED,P2,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/567; https://github.com/mysteropodes/nemo/issues/567#issuecomment-5481538260; https://github.com/mysteropodes/nemo/commit/f8cbe6c22ff6ea7e552325f3e67916a2a924a19a
568,pourquoi la propagation n'a pas marché ici ?,OPEN,close_completed,CLOSED,P2,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/568; https://github.com/mysteropodes/nemo/issues/568#issuecomment-5481538743; https://github.com/mysteropodes/nemo/commit/8f578908e5cbfb1d3ec5421dd1f51b5702a29715
569,il faudrait que tu fasse un topo de ce qui a déjà été implémenter dans labs qui ,OPEN,close_completed,CLOSED,P3,DevEx,Task,R18; R20,"The requested Labs source audit was delivered in the owner comment, including loaded/dead inventory and promotion choices. Treat cleanup or promotion implementation as separate R18/R20 follow-ups; no runtime acceptance is claimed.",https://github.com/mysteropodes/nemo/issues/569; https://github.com/mysteropodes/nemo/issues/569#issuecomment-5481539070
570,dans motion> timeline> propertie scale il manque le cadenas pour que le x et y s,OPEN,close_completed,CLOSED,P2,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/570; https://github.com/mysteropodes/nemo/issues/570#issuecomment-5481539487; https://github.com/mysteropodes/nemo/commit/46499dd2552cd0a4df881f3dc0b448486060b48e
571,dans config>update sur la version web ça serait bien d'avoir les derniers update,OPEN,close_completed,CLOSED,P3,Platform,Feature,R09; R21,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/571; https://github.com/mysteropodes/nemo/issues/571#issuecomment-5481539871; https://github.com/mysteropodes/nemo/commit/586977754e2b09e0bba0a2820d39216bc94c5a3a
572,voir si y a pas moyen quand utilise l'outil subslect et vector scult sur un twee,OPEN,close_completed,CLOSED,P1,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/572; https://github.com/mysteropodes/nemo/issues/572#issuecomment-5481540210; https://github.com/mysteropodes/nemo/pull/294
573,"pour la propagation de couleur de remplissage, il manque parfois des frames alor",OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/573; https://github.com/mysteropodes/nemo/issues/573#issuecomment-5481540456; https://github.com/mysteropodes/nemo/pull/296; https://github.com/mysteropodes/nemo/commit/912ba6d227bd550e14bc318639ba8b91cd800bd6
574,"quand je bouge un point sur la curve du motion tween dans animation 2D, parfois ",CLOSED,retain_closed,CLOSED,P1,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/574; https://github.com/mysteropodes/nemo/issues/574#issuecomment-5481540981; https://github.com/mysteropodes/nemo/pull/295; https://github.com/mysteropodes/nemo/commit/6d70ca521d75d781d1f729a454cbb038b3c4a09b
575,pourquoi les points de tracé ne correspondent pas à la forme dessiné ?,OPEN,close_completed,CLOSED,P1,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/575; https://github.com/mysteropodes/nemo/issues/575#issuecomment-5481541286; https://github.com/mysteropodes/nemo/pull/298; https://github.com/mysteropodes/nemo/commit/c8b03507401a8914f455df30e13e7f421a1c93cc
576,pblm d'affichage des keyframe aprés avoir utilisé l'outil d'harmonize adjacent k,OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/576; https://github.com/mysteropodes/nemo/issues/576#issuecomment-5481541669; https://github.com/mysteropodes/nemo/pull/297; https://github.com/mysteropodes/nemo/commit/2338bc4ad34a3328553873ca5405f31aafc0e9af
577,si j'utilise harmonize adjacent keyframe dans un tween où une clé à déjà été har,OPEN,close_completed,CLOSED,P2,Animation,Task,R08; R13; R18,"The owner directly verified that current-main behavior already satisfies the request, so no code change was required. No later contrary report is captured; this supports closure without implying reporter acceptance.",https://github.com/mysteropodes/nemo/issues/577; https://github.com/mysteropodes/nemo/issues/577#issuecomment-5481541910
578,l'editeur de courbe dans motion un peu dur à controlé parfois et pas hyper clair,OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18; R19,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/578; https://github.com/mysteropodes/nemo/issues/578#issuecomment-5481542291; https://github.com/mysteropodes/nemo/pull/302; https://github.com/mysteropodes/nemo/commit/e0a20b5a222ca1a93facb4892b6b5ef8bcea397a
579,le scult brush marche pas sur des stroke texturé,CLOSED,retain_closed,CLOSED,P1,Renderer,Bug,R16; R17; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/579; https://github.com/mysteropodes/nemo/issues/579#issuecomment-5481542616; https://github.com/mysteropodes/nemo/pull/301; https://github.com/mysteropodes/nemo/commit/820672c1c3efda5799a973d9a1b67b35142302f2
580,probleme de conformation d'ui design dans animer le texte et de langue aussi,OPEN,close_completed,CLOSED,P3,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/580; https://github.com/mysteropodes/nemo/issues/580#issuecomment-5481543056; https://github.com/mysteropodes/nemo/pull/303; https://github.com/mysteropodes/nemo/commit/171bbdd5adaf03d8ff882a0310fa624e5a24c8cd
581,petit pblm de box de slection de text entre animation2D et motion,OPEN,close_completed,CLOSED,P1,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/581; https://github.com/mysteropodes/nemo/issues/581#issuecomment-5481543401; https://github.com/mysteropodes/nemo/pull/305; https://github.com/mysteropodes/nemo/commit/da766689479ec4c695cf9873d2103257291a59a2
582,l'animation de texte marche bien mais pas de keyframes visible appliqué dans la ,OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/582; https://github.com/mysteropodes/nemo/issues/582#issuecomment-5481543718; https://github.com/mysteropodes/nemo/pull/304; https://github.com/mysteropodes/nemo/commit/348927c238d889a5f48c6543aaa7227a559bcfd4
583,animate text est toujours en français fait attention que l'anglais n'est pas de ,OPEN,close_completed,CLOSED,P3,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/583; https://github.com/mysteropodes/nemo/issues/583#issuecomment-5481544010; https://github.com/mysteropodes/nemo/pull/303; https://github.com/mysteropodes/nemo/commit/171bbdd5adaf03d8ff882a0310fa624e5a24c8cd
584,"dans position du layer j'ai mis ce qu'il yavait en exemple value + wiggle(2, 10)",OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/584; https://github.com/mysteropodes/nemo/issues/584#issuecomment-5481544326; https://github.com/mysteropodes/nemo/pull/307; https://github.com/mysteropodes/nemo/commit/00b4f85d87ca8a0c7b8926565c5070a3e1089d64
585,si je dessinne dans le layer dont la position à été changé dans motion alors le ,OPEN,close_completed,CLOSED,P1,Animation,Bug,R09; R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/585; https://github.com/mysteropodes/nemo/issues/585#issuecomment-5481544832; https://github.com/mysteropodes/nemo/pull/308; https://github.com/mysteropodes/nemo/pull/315; https://github.com/mysteropodes/nemo/commit/a83325f4cd5e4636b7777cee8d92a79e3afd95e6; https://github.com/mysteropodes/nemo/commit/fc38f370e6839a271d3854c1e9d9a17252d1339f
586,"on peut éclater des layer en plusieurs calque mais pas les merger, il faudrait p",OPEN,close_completed,CLOSED,P2,Document,Feature,R09; R18; R20,"The owner directly verified that current-main behavior already satisfies the request, so no code change was required. No later contrary report is captured; this supports closure without implying reporter acceptance.",https://github.com/mysteropodes/nemo/issues/586; https://github.com/mysteropodes/nemo/issues/586#issuecomment-5481545249
587,des difficulté à attrapé le in point d'un layer quand il est au tout debut et va,OPEN,close_completed,CLOSED,P2,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/587; https://github.com/mysteropodes/nemo/issues/587#issuecomment-5481545553; https://github.com/mysteropodes/nemo/pull/313; https://github.com/mysteropodes/nemo/commit/77b8eb038d106f4b4f1bd1b111e465f3139023c0
588,il faudrait que tu vois comment faire pour importer des artboard figma dans némo,OPEN,keep_open,OPEN,P1,Document,Feature,R09; R18; R20,"PRs #310 and #312 are merged into current main, but the delivered Figma v1 omits Auto Layout, gradients, component overrides, and effects and was not tested end to end with a real token/file. Keep the broader import-fidelity work open.",https://github.com/mysteropodes/nemo/issues/588; https://github.com/mysteropodes/nemo/issues/588#issuecomment-5481545983; https://github.com/mysteropodes/nemo/pull/310; https://github.com/mysteropodes/nemo/pull/312; https://github.com/mysteropodes/nemo/commit/b3231dd4268a548abca326ef5c657b401309cc8c
589,"le scult deform n'est pas en temps réel sur une brush avec un preset, il faudrai",OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18; R19,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/589; https://github.com/mysteropodes/nemo/issues/589#issuecomment-5481546301; https://github.com/mysteropodes/nemo/pull/306; https://github.com/mysteropodes/nemo/commit/b363eb6120c515f063757ccca4090dca4bad1f91
