scope	name	sha	disposition	archive_ref	reason
local	codex/buzz-8810b975e9e0	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-8810b975e9e0	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-897ac0f2ba1f	2e37f07d4565a72daad1212bf3e9cecd14641077	candidate	refs/archive/local/codex/buzz-897ac0f2ba1f	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-8b690992dfa2	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-8b690992dfa2	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-8bd1a690fae2	38fd3f70f079403ae217da80fa9da141d2d25628	retain		open PR head or base: #952
local	codex/buzz-8e1fe6bd0eea	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-8e1fe6bd0eea	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-9064f66aa18a	2e37f07d4565a72daad1212bf3e9cecd14641077	candidate	refs/archive/local/codex/buzz-9064f66aa18a	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-90a3a4551d7f	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-90a3a4551d7f	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-92cec35e0d3c	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-92cec35e0d3c	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-92dc3899d238	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-92dc3899d238	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-92ef71804258	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-92ef71804258	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-93a718c28a45	f4892037ac0c3e165d21efa40a21aa2c75f0662b	retain		open PR head or base: #949
local	codex/buzz-93ab5e1c7f21	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-93ab5e1c7f21	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-944a582a6fad	dc929cd197d3a5ec7d9100afe9883e68d934999c	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-96d71b4918e0	070bb67aa58913bff157f163d39a37f9d96b18e6	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-98253b3b1f22	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-98253b3b1f22	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-9bd4d5f2018d	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-9bd4d5f2018d	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-9dc26f91fae3	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-9dc26f91fae3	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-9dc9d1cdb425	09c8096b87b468dd63938bc5750d9c59c3674007	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-a17658fd951f	2e37f07d4565a72daad1212bf3e9cecd14641077	candidate	refs/archive/local/codex/buzz-a17658fd951f	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-a17ebca832c8	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-a17ebca832c8	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-a25d849f3410	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-a25d849f3410	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-a2f974b5e460	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-a2f974b5e460	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-a387789a6c2b	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-a387789a6c2b	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-a410f88e22b0	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-a410f88e22b0	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-a9a6f8162702	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-a9a6f8162702	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-aa3ddffd36f7	b646bf42ee18a6b899a51fe3113a1659b28399b9	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-aa6f18c02d2b	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-aa6f18c02d2b	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ab725b59409d	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-ab725b59409d	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ab84e1bda5d5	c5c9e079c3fed3dfa52348ed4cd1b52a8ce10c8f	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-ab8bff9ae9c4	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-ab8bff9ae9c4	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ae4a14244b95	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-ae4a14244b95	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ae71cebcf64f	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-ae71cebcf64f	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b31123496283	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b31123496283	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b3676afd9d7c	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b3676afd9d7c	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b372ce6d3daf	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b372ce6d3daf	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b3781fdab839	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-b3781fdab839	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b3b8b7a3efab	755c9e545accf71c80936187a92ccb097de8e19b	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-b47afed066ed	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b47afed066ed	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b57259277859	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b57259277859	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b60f4533e004	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b60f4533e004	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b6105e922390	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-b6105e922390	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b63053433c2f	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b63053433c2f	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b7ba1c204e30	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b7ba1c204e30	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-b95af72a5d76	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-b95af72a5d76	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-baf63c93647c	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-baf63c93647c	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-bb665221c93f	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-bb665221c93f	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-bb9284f153f2	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-bb9284f153f2	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-bd25423058bf	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-bd25423058bf	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-bd7d2341ac4b	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-bd7d2341ac4b	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-be5c16b78a2d	d58e2ce0b9000281c9b54b0c044ba8781b089082	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-becc10d0954a	2a03cee99fc05d1f02784d170bb722e57ad297b7	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-c03e8d9bbcd0	1053aa59ec6eb34b60234abeb79bbad606e9192e	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-c0424fc9e4df	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-c0424fc9e4df	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c065dc96821e	8fc901493c8fe398b334c9975aea8a8dd28aeec3	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-c128fb40dbc5	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-c128fb40dbc5	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c26b9c463c25	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-c26b9c463c25	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c27e91a28ec0	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-c27e91a28ec0	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c3d7a5609b39	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-c3d7a5609b39	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c5d2edaac739	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-c5d2edaac739	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c6427f806852	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-c6427f806852	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c66271b17104	f132e2781c4037f45d61a766300bf06bfc0e7c0d	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-c6d6d8bc533d	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-c6d6d8bc533d	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-c768a96f291b	d59927c0218fdf5725faa94f0f1e54574f3385fd	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-ca93d0ab3d41	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-ca93d0ab3d41	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-cb32aa298c27	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-cb32aa298c27	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-cd5cae4a5bf7	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-cd5cae4a5bf7	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-cd639b7ddea0	e5c8a8ccbc93f533d80f0282d43828b2b4ef2348	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-ce7dfb145b9e	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-ce7dfb145b9e	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ced288338873	3f860acf79213c48d1e4624127dbe44935acb4d7	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-d167d365cad8	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d167d365cad8	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d18e0c861e23	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d18e0c861e23	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d34662915fe9	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d34662915fe9	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d40a62014286	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d40a62014286	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d473c6e039a0	d6779891cfd26d7e2264fb66aa5cd8077b454d33	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-d68466291838	99158fd824b83c685dfabb6e4865becacde97145	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-d6e72653eaf8	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d6e72653eaf8	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d6eacbac3e10	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d6eacbac3e10	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d6f4ab42c6d1	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d6f4ab42c6d1	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d75fc35104e4	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d75fc35104e4	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d82435072344	b5517811a4226314a829da74de98fce51db0f40f	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-d963caa7ef34	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-d963caa7ef34	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-d990b2a678a8	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-d990b2a678a8	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-da8485a2a915	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-da8485a2a915	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-db99a1fed2fa	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-db99a1fed2fa	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-defd3fa9c19a	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-defd3fa9c19a	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-df5093037458	a28179a66c90b5583582af0020f2f63c20a25607	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-e141caa33478	dad942594b51c4947f4d907a1d296549d50bc7d5	candidate	refs/archive/local/codex/buzz-e141caa33478	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-e1ebd30d716b	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-e1ebd30d716b	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-e3e819ea10f2	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-e3e819ea10f2	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-e4ec95c6c988	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-e4ec95c6c988	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-e843b46d9974	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-e843b46d9974	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-e8e68aeef95e	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-e8e68aeef95e	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-e8f5cacaf88f	025761b5bfe7af044b5008935e0f94d96833bef3	candidate	refs/archive/local/codex/buzz-e8f5cacaf88f	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-e9f6c805b978	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-e9f6c805b978	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-eaa05acdb363	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-eaa05acdb363	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-eaf671020950	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-eaf671020950	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ec652ffa0fb1	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-ec652ffa0fb1	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-edc8de069a5c	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-edc8de069a5c	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ee1671462b28	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-ee1671462b28	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ef2fe2a27b20	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-ef2fe2a27b20	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-ef6511f82681	024da8bcd63540bb165cfc93a0915ff492abb0a9	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-f0a256e052c5	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-f0a256e052c5	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f1b51e8999d5	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-f1b51e8999d5	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f305c441c4a9	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-f305c441c4a9	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f3a816c870c1	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-f3a816c870c1	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f45276e4b807	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-f45276e4b807	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f45ce56283ee	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-f45ce56283ee	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f4942b8db0a9	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-f4942b8db0a9	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f7f3b006ea9d	16d756e05d0fb04c6eed6be0fdecf179ffef5549	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/buzz-f813b4520ed9	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-f813b4520ed9	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f83a21cdf6be	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-f83a21cdf6be	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f861d9b40bcf	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-f861d9b40bcf	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-f8b4d83fa5d4	5f9b85d46f06487751838654ce70ba61e4793e58	candidate	refs/archive/local/codex/buzz-f8b4d83fa5d4	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-fbac8f42671a	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-fbac8f42671a	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-fcd684c5b0c8	e1d2ea760a45d5dd2f587cc98d708326786a7d9d	candidate	refs/archive/local/codex/buzz-fcd684c5b0c8	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-fe66d09194f8	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-fe66d09194f8	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-fe9cfc6808e7	d4995210e8142cf6c13a3fa5dab865aca263410f	candidate	refs/archive/local/codex/buzz-fe9cfc6808e7	exact tip and full reachable history already contained in audited origin/main
local	codex/buzz-stdio-roundtrip-e1ebd30d716b	aa24a8252cbefa466f1c37d9964766fc39b4a205	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/bz0-contract-alignment-20260905	6c74e6d577a3a409af2e389ed701043c540eae53	candidate	refs/archive/local/codex/bz0-contract-alignment-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/check32-native-acceptance-20260906	0c2600756669598b7a7233a8ef5675cb83cc5c20	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check33-rust-result-acceptance-20260906	01dd25367d2fa2b24056eaa444439cc2adb61baf	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check35-r03-r05-acceptance-20260906	a3ec71dd8a6a931a262f8f518ded157f4e7509e5	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check36-coverage-acceptance-20260906	1aa941239ed206ed1c76599aa6e456b59ffd3adf	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check38-combined-acceptance-20260906	45bdad386a969fb0c0b0f94dda43008c705ca989	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check39-browser-acceptance-20260906	760fd7ea51f3e70ccc3558d5578090e430403c78	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check40-r03-acceptance-20260906	025fa716d12128650bc83d7916d4edc0a00986aa	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check47-source-coverage-20260906	01705aff57581428f0e1ab22aa1cac070c224f91	candidate	refs/archive/local/codex/check47-source-coverage-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/check65-svg-export-20260906	58d208187bb9222e249741c9fa6eabe8d471252b	candidate	refs/archive/local/codex/check65-svg-export-20260906	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
local	codex/check68-media-persistence-20260906	cf22365f909069e232a6b6bf992a272e4bd96ff3	candidate	refs/archive/local/codex/check68-media-persistence-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/check69-frame-persistence-20260906	cf22365f909069e232a6b6bf992a272e4bd96ff3	candidate	refs/archive/local/codex/check69-frame-persistence-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/check70-r08-composition-20260906	582f51e2b0290207136629b634dcbf18b07069e2	candidate	refs/archive/local/codex/check70-r08-composition-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/check70-report-20260906	5a02104efec2c8189aafce48c0fca22be793c19a	retain		open PR head or base: #987
local	codex/check71-mcp-protocol-20260906	38600b805ab7ef52d88ed8a11b1bb2a0e877f68e	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check72-mcp-lifecycle-20260906	34a83c1370ac8732dc42811f840e93d2ae1cb2e5	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check72-mcp-reconnect-20260906	e6114d6cf87618c6caa912b50a9a7512ac1e2997	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check73-mcp-application-parity-20260906	575e13c0515aa6d68169fbfd69df0eb2d434f393	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check74-opacity-bootstrap-20260906	c54edb2602bb6646e95924afe2f2514593d52922	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check75-mcp-composition-20260906	cbc870216ed5d7440100131a240f916acbd89bb0	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check75-report-20260906	435c057a9042920a6fc5889159b77707a2aede62	retain		open PR head or base: #989
local	codex/check76-opacity-consumers-20260906	8135ee7164a5cadd5b96b51e52ecb13ca0122c26	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check77-opacity-replay-20260906	ebd0b1c0bf1deac1d35ab8d7bbc553b6e7c72383	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check78-slice-composition-20260906	9a5f61ee0ac0cf6ef1d42e7eff6110504539ec89	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check80-history-acceptance-20260907	aec4a0e576de18d55ae914a134a571fdfbb4feb6	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check80-report-20260907	090706c2409874aa734e3bb97c087f126ccccead	retain		open PR head or base: #990
local	codex/check85-r06-import-validation-20260907	521fe316ebe7bfcfcf0d64bfc2892b9d5ab71f62	candidate	refs/archive/local/codex/check85-r06-import-validation-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/check85-r06-integration-20260907	223f98d92157e162585120c20ee553060007416d	candidate	refs/archive/local/codex/check85-r06-integration-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/check85-report-20260907	70d739a73c97a26e4c441c8551514af483007fbb	candidate	refs/archive/local/codex/check85-report-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/check86-import-correction-20260907	2ee5e2cc93382f23d9d5dafa89cc65e0f8cd676b	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/check87-report-20260907	e6d4eefbc6224c10289a87356544d4935e0ac34c	candidate	refs/archive/local/codex/check87-report-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/check90-native-receipt-20260907	3a1261c78571a7b35b1ab362d316dbc5e6633a84	candidate	refs/archive/local/codex/check90-native-receipt-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/check90-report-20260907	62e91c90d4bc6123023f837b87d76940cb8c13ce	candidate	refs/archive/local/codex/check90-report-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/check92-main-composition-20260907	e17a8c113c2bdf104cdd2293b2ee47366eadce4b	candidate	refs/archive/local/codex/check92-main-composition-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/local-agent-playbook-20260907	d42a8db78afee640f080d4517fee69999df17596	retain		registered worktree branch
local	codex/manual-only-actions-20260906	41081aa3383f2cc8c76c7805f531f43057f33534	candidate	refs/archive/local/codex/manual-only-actions-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/nemo-a2a-adoption-entry	3de2f19e5e04f98cee870ff4e4f8ebca6d86558b	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/nemo-a2a-skill-integration	3e9a352100a23128ca755e86a8001cc0e7b364eb	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/nemo-integration-2026-09-03	77d6c1e134904bd7b615f49a1aad162d478d0fcd	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/nemo-r02-baseline	2e37f07d4565a72daad1212bf3e9cecd14641077	candidate	refs/archive/local/codex/nemo-r02-baseline	exact tip and full reachable history already contained in audited origin/main
